Período de referência dos dados,Localização geográfica (Região agrária),Espécie,Superfície das principais culturas agrícolas (ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produção das principais culturas agrícolas (t) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produtividade das principais culturas agrícolas (kg/ ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) 
2022,Portugal,Tomate para indústria,15193,1413844,93062
2022,Portugal,Girassol,7668,12716,1658
2022,Portugal,Tabaco,0,0,
2022,Portugal,Beterraba,0,0,
2022,Portugal,Lúpulo,10,8,778
2022,Portugal,Culturas hortícolas,38902,1024045,26324
2022,Portugal,Tomate fresco,1392,128059,91999
2022,Portugal,Alface,2309,56393,24427
2022,Portugal,Feijão-verde,1027,13525,13171
2022,Portugal,Cebola,1574,59967,38095
2022,Portugal,Cenoura,2057,100057,48639
2022,Portugal,Pimento,1062,41277,38852
2022,Portugal,Ervilha,1941,8033,4138
2022,Portugal,Fava,616,2099,3410
2022,Portugal,Melão,1730,52681,30443
2022,Portugal,Melancia,870,28945,33270
2022,Portugal,Morango,523,18092,34574
2022,Portugal,Couve-flor,904,20089,22231
2022,Portugal,Couve-brócolo,3204,32568,10164
2022,Portugal,Couve-repolho,4229,128081,30287
2022,Portugal,Couve-tronchuda,1091,33101,30334
2022,Portugal,Couve-lombardo,1978,48411,24480
2022,Portugal,Grelos (nabo e couve),1513,24055,15902
2022,Portugal,Alho,567,6200,10933
2022,Portugal,Alho-porro,739,19260,26078
2022,Portugal,Courgette,556,28439,51164
2022,Portugal,Espinafre,498,6296,12649
2022,Portugal,Nabo,1158,17368,14997
2022,Portugal,Abóbora (inclui butternut),4033,81306,20159
2022,Portugal,Outras hortícolas,3332,69743,20934
2022,Portugal,Principais culturas forrageiras,143831,4105605,28545
2022,Portugal,Milho forrageiro,69994,3158613,45127
2022,Portugal,Aveia forrageira,73836,946992,12826
2022,Portugal,Principais frutos frescos,43201,527276,12205
2022,Portugal,Pêra,10845,132283,12197
2022,Portugal,Maçã,13730,291190,21208
2022,Portugal,Pêssego,3829,32830,8574
2022,Portugal,Cereja,6279,24678,3931
2022,Portugal,Ameixa,1644,17769,10807
2022,Portugal,Damasco,600,4010,6684
2022,Portugal,Diospiro,277,4865,17560
2022,Portugal,Figo,3616,3139,868
2022,Portugal,Ginja,102,189,1859
2022,Portugal,Marmelo,1471,9521,6472
2022,Portugal,Nespera,154,505,3281
2022,Portugal,Romã,653,6296,9634
2022,Portugal,Frutos pequenos de baga,4515,52730,11678
2022,Portugal,Amoras,233,4145,17829
2022,Portugal,Framboesas,1554,29304,18862
2022,Portugal,Groselha,110,231,2102
2022,Portugal,Mirtilos,2620,19051,7272
2022,Portugal,Principais frutos subtropicais,7948,108660,13671
2022,Portugal,Kiwi,3516,52919,15050
2022,Portugal,Banana,1164,28460,24451
2022,Portugal,Ananás,74,1490,20135
2022,Portugal,Abacate,3194,25791,8075
2022,Portugal,Citrinos,21765,452173,20775
2022,Portugal,Laranja,17210,378452,21990
2022,Portugal,Tangerina,2746,41472,15105
2022,Portugal,Limão,1675,30618,18283
2022,Portugal,Tangera,115,1415,12271
2022,Portugal,Toranja,19,217,11358
2022,Portugal,Principais frutos de casca rija,119870,76243,636
2022,Portugal,Amêndoa,63884,46215,723
2022,Portugal,Castanha,49944,22671,454
2022,Portugal,Noz,5492,7125,1297
2022,Portugal,Avelã,550,232,423
2022,Portugal,Vinha,175791,903509,5140
2022,Portugal,Uva para vinho,173518,888018,5118
2022,Portugal,Uva para vinho (DOP),,,
2022,Portugal,Uva para vinho (IGP),,,
2022,Portugal,Uva para vinho (Vinhos sem certificação),,,
2022,Portugal,Uva de mesa,2273,15491,6815
2022,Portugal,Olival,379565,791658,2086
2022,Portugal,Azeitona de mesa,6988,16914,2421
2022,Portugal,Azeitona para azeite,372577,774743,2079
2022,Alentejo,Cereais para grão,77345,276011,3569
2022,Alentejo,Trigo,22766,44913,1973
2022,Alentejo,Trigo mole,17640,32884,1864
2022,Alentejo,Trigo duro,5126,12029,2347
2022,Alentejo,Centeio,165,128,775
2022,Alentejo,Aveia,14405,13923,967
2022,Alentejo,Cevada,9667,22238,2300
2022,Alentejo,Triticale,13798,15941,1155
2022,Alentejo,Milho,10369,141047,13603
2022,Alentejo,Milho regadio,10369,141047,13603
2022,Alentejo,Milho sequeiro,0,0,
2022,Alentejo,Arroz,6175,37821,6125
2022,Alentejo,Principais leguminosas secas,4307,3808,884
2022,Alentejo,Feijão,1366,1207,884
2022,Alentejo,Grão-de-bico,2941,2601,884
2022,Alentejo,Batata,673,20592,30605
2022,Alentejo,Batata de regadio,673,20592,30605
2022,Alentejo,Batata de sequeiro,0,0,
2022,Alentejo,Principais culturas para indústria,7839,173939,22188
2022,Alentejo,Tomate para indústria,1888,166590,88220
2022,Alentejo,Girassol,5951,7349,1235
2022,Alentejo,Tabaco,0,0,
2022,Alentejo,Beterraba,0,0,
2022,Alentejo,Lúpulo,0,0,
2022,Alentejo,Culturas hortícolas,,,
2022,Alentejo,Tomate fresco,,,
2022,Alentejo,Alface,,,
2022,Alentejo,Feijão-verde,,,
2022,Alentejo,Cebola,,,
2022,Alentejo,Cenoura,,,
2022,Alentejo,Pimento,,,
2022,Alentejo,Ervilha,,,
2022,Alentejo,Fava,,,
2022,Alentejo,Melão,,,
2022,Alentejo,Melancia,,,
2022,Alentejo,Morango,,,
2022,Alentejo,Couve-flor,,,
2022,Alentejo,Couve-brócolo,,,
2022,Alentejo,Couve-repolho,,,
2022,Alentejo,Couve-tronchuda,,,
2022,Alentejo,Couve-lombardo,,,
2022,Alentejo,Grelos (nabo e couve),,,
2022,Alentejo,Alho,,,
2022,Alentejo,Alho-porro,,,
2022,Alentejo,Courgette,,,
2022,Alentejo,Espinafre,,,
2022,Alentejo,Nabo,,,
2022,Alentejo,Abóbora (inclui butternut),,,
2022,Alentejo,Outras hortícolas,,,
2022,Alentejo,Principais culturas forrageiras,30666,529391,17263
2022,Alentejo,Milho forrageiro,2470,132440,53619
2022,Alentejo,Aveia forrageira,28196,396951,14078
2022,Alentejo,Principais frutos frescos,2943,37431,12718
2022,Alentejo,Pêra,245,4225,17274
2022,Alentejo,Maçã,197,3898,19773
2022,Alentejo,Pêssego,776,12170,15677
2022,Alentejo,Cereja,68,150,2200
2022,Alentejo,Ameixa,649,8548,13171
2022,Alentejo,Damasco,221,2195,9954
2022,Alentejo,Diospiro,15,233,15177
2022,Alentejo,Figo,298,690,2319
2022,Alentejo,Ginja,0,0,
2022,Alentejo,Marmelo,62,304,4906
2022,Alentejo,Nespera,0,0,
2022,Alentejo,Romã,413,5018,12156
2022,Alentejo,Frutos pequenos de baga,1515,31402,20724
2022,Alentejo,Amoras,100,3000,30000
2022,Alentejo,Framboesas,1047,22882,21853
2022,Alentejo,Groselha,6,33,5500
2022,Alentejo,Mirtilos,362,5487,15151
2022,Alentejo,Principais frutos subtropicais,158,551,3487
2022,Alentejo,Kiwi,0,0,
2022,Alentejo,Banana,0,0,
2022,Alentejo,Ananás,0,0,
2022,Alentejo,Abacate,158,551,3487
2022,Alentejo,Citrinos,1806,20259,11218
2022,Alentejo,Laranja,1476,18222,12346
2022,Alentejo,Tangerina,247,1710,6924
2022,Alentejo,Limão,83,327,3935
2022,Alentejo,Tangera,0,0,
2022,Alentejo,Toranja,0,0,
2022,Alentejo,Principais frutos de casca rija,28302,32007,1131
2022,Alentejo,Amêndoa,25857,28117,1087
2022,Alentejo,Castanha,478,637,1332
2022,Alentejo,Noz,1950,3244,1663
2022,Alentejo,Avelã,17,9,541
2022,Alentejo,Vinha,25984,163028,6274
2022,Alentejo,Uva para vinho,25391,155480,6123
2022,Alentejo,Uva para vinho (DOP),,,
2022,Alentejo,Uva para vinho (IGP),,,
2022,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2022,Alentejo,Uva de mesa,593,7549,12725
2022,Alentejo,Olival,201298,688657,3421
2022,Alentejo,Azeitona de mesa,2990,13183,4409
2022,Alentejo,Azeitona para azeite,198308,675474,3406
2022,Algarve,Cereais para grão,3188,4050,1271
2022,Algarve,Trigo,790,800,1013
2022,Algarve,Trigo mole,634,622,980
2022,Algarve,Trigo duro,155,178,1144
2022,Algarve,Centeio,16,12,777
2022,Algarve,Aveia,1499,1266,844
2022,Algarve,Cevada,573,470,820
2022,Algarve,Triticale,110,81,735
2022,Algarve,Milho,101,929,9246
2022,Algarve,Milho regadio,72,885,12261
2022,Algarve,Milho sequeiro,28,45,1581
2022,Algarve,Arroz,99,492,4950
2022,Algarve,Principais leguminosas secas,31,20,638
2022,Algarve,Feijão,11,7,618
2022,Algarve,Grão-de-bico,21,13,648
2022,Algarve,Batata,316,7513,23809
2022,Algarve,Batata de regadio,308,7423,24102
2022,Algarve,Batata de sequeiro,8,90,11916
2022,Algarve,Principais culturas para indústria,0,0,1100
2022,Algarve,Tomate para indústria,0,0,
2022,Algarve,Girassol,0,0,1100
2022,Algarve,Tabaco,0,0,
2022,Algarve,Beterraba,0,0,
2022,Algarve,Lúpulo,0,0,
2022,Algarve,Culturas hortícolas,,,
2022,Algarve,Tomate fresco,,,
2022,Algarve,Alface,,,
2022,Algarve,Feijão-verde,,,
2022,Algarve,Cebola,,,
2022,Algarve,Cenoura,,,
2022,Algarve,Pimento,,,
2022,Algarve,Ervilha,,,
2022,Algarve,Fava,,,
2022,Algarve,Melão,,,
2022,Algarve,Melancia,,,
2022,Algarve,Morango,,,
2022,Algarve,Couve-flor,,,
2022,Algarve,Couve-brócolo,,,
2022,Algarve,Couve-repolho,,,
2022,Algarve,Couve-tronchuda,,,
2022,Algarve,Couve-lombardo,,,
2022,Algarve,Grelos (nabo e couve),,,
2022,Algarve,Alho,,,
2022,Algarve,Alho-porro,,,
2022,Algarve,Courgette,,,
2022,Algarve,Espinafre,,,
2022,Algarve,Nabo,,,
2022,Algarve,Abóbora (inclui butternut),,,
2022,Algarve,Outras hortícolas,,,
2022,Algarve,Principais culturas forrageiras,1648,25462,15454
2022,Algarve,Milho forrageiro,35,1425,40752
2022,Algarve,Aveia forrageira,1613,24037,14906
2022,Algarve,Principais frutos frescos,2973,12174,4095
2022,Algarve,Pêra,25,232,9288
2022,Algarve,Maçã,34,309,8971
2022,Algarve,Pêssego,178,2785,15636
2022,Algarve,Cereja,6,10,1659
2022,Algarve,Ameixa,84,1073,12760
2022,Algarve,Damasco,85,995,11751
2022,Algarve,Diospiro,143,3729,26088
2022,Algarve,Figo,2167,1738,802
2022,Algarve,Ginja,0,0,
2022,Algarve,Marmelo,18,177,9695
2022,Algarve,Nespera,116,382,3296
2022,Algarve,Romã,117,743,6369
2022,Algarve,Frutos pequenos de baga,293,5367,18332
2022,Algarve,Amoras,43,820,19231
2022,Algarve,Framboesas,242,4434,18318
2022,Algarve,Groselha,0,0,
2022,Algarve,Mirtilos,8,113,14000
2022,Algarve,Principais frutos subtropicais,2474,24485,9898
2022,Algarve,Kiwi,4,29,7863
2022,Algarve,Banana,5,153,30000
2022,Algarve,Ananás,0,0,
2022,Algarve,Abacate,2465,24303,9859
2022,Algarve,Citrinos,16191,399696,24686
2022,Algarve,Laranja,13486,343847,25496
2022,Algarve,Tangerina,1970,37560,19064
2022,Algarve,Limão,645,17024,26386
2022,Algarve,Tangera,72,1058,14663
2022,Algarve,Toranja,17,207,12120
2022,Algarve,Principais frutos de casca rija,5070,917,181
2022,Algarve,Amêndoa,5001,777,155
2022,Algarve,Castanha,17,16,920
2022,Algarve,Noz,51,123,2438
2022,Algarve,Avelã,0,0,
2022,Algarve,Vinha,1516,5032,3320
2022,Algarve,Uva para vinho,1308,2112,1615
2022,Algarve,Uva para vinho (DOP),,,
2022,Algarve,Uva para vinho (IGP),,,
2022,Algarve,Uva para vinho (Vinhos sem certificação),,,
2022,Algarve,Uva de mesa,207,2920,14084
2022,Algarve,Olival,9428,565,60
2022,Algarve,Azeitona de mesa,236,29,122
2022,Algarve,Azeitona para azeite,9192,537,58
2021,Portugal,Cereais para grão,208057,1117578,5372
2021,Portugal,Trigo,28657,67104,2342
2021,Portugal,Trigo mole,24318,55239,2272
2021,Portugal,Trigo duro,4339,11865,2734
2021,Portugal,Centeio,14027,16019,1142
2021,Portugal,Aveia,31374,38054,1213
2021,Portugal,Cevada,16564,48044,2901
2021,Portugal,Triticale,13608,19961,1467
2021,Portugal,Milho,74469,752492,10105
2021,Portugal,Milho regadio,66878,730610,10925
2021,Portugal,Milho sequeiro,7591,21881,2883
2021,Portugal,Arroz,29357,175904,5992
2021,Portugal,Principais leguminosas secas,7958,6480,814
2021,Portugal,Feijão,4669,3271,701
2021,Portugal,Grão-de-bico,3288,3208,976
2021,Portugal,Batata,16804,413323,24597
2021,Portugal,Batata de regadio,13748,373113,27140
2021,Portugal,Batata de sequeiro,3057,40210,13155
2021,Portugal,Principais culturas para indústria,21517,1670154,77620
2021,Portugal,Tomate para indústria,15922,1660178,104270
2021,Portugal,Girassol,5585,9955,1782
2021,Portugal,Tabaco,0,0,
2021,Portugal,Beterraba,0,0,
2021,Portugal,Lúpulo,10,21,2051
2021,Portugal,Culturas hortícolas,45979,1315885,28619
2021,Portugal,Tomate fresco,1776,149990,84470
2021,Portugal,Alface,2673,74851,28008
2021,Portugal,Feijão-verde,834,13058,15651
2021,Portugal,Cebola,1979,66148,33433
2021,Portugal,Cenoura,2613,140873,53917
2021,Portugal,Pimento,1227,54187,44177
2021,Portugal,Ervilha,2502,15224,6083
2021,Portugal,Fava,447,4440,9939
2021,Portugal,Melão,2152,60414,28068
2021,Portugal,Melancia,751,31120,41447
2021,Portugal,Morango,614,23012,37473
2021,Portugal,Couve-flor,1148,24920,21713
2021,Portugal,Couve-brócolo,3014,39526,13113
2021,Portugal,Couve-repolho,4169,127992,30705
2021,Portugal,Couve-tronchuda,1414,36995,26170
2021,Portugal,Couve-lombardo,2079,56009,26945
2021,Portugal,Grelos (nabo e couve),1580,41926,26537
2021,Portugal,Alho,964,14224,14753
2021,Portugal,Alho-porro,1419,33965,23940
2021,Portugal,Courgette,763,36231,47511
2021,Portugal,Espinafre,870,15764,18118
2021,Portugal,Nabo,1283,21285,16592
2021,Portugal,Abóbora (inclui butternut),5194,126550,24363
2021,Portugal,Outras hortícolas,4517,107181,23728
2021,Portugal,Principais culturas forrageiras,142924,4514087,31584
2021,Portugal,Milho forrageiro,71058,3201315,45052
2021,Portugal,Aveia forrageira,71866,1312771,18267
2021,Portugal,Principais frutos frescos,43783,712216,16267
2021,Portugal,Pêra,11161,225359,20192
2021,Portugal,Maçã,13919,368225,26455
2021,Portugal,Pêssego,3759,42133,11210
2021,Portugal,Cereja,6308,23930,3793
2021,Portugal,Ameixa,1750,22348,12774
2021,Portugal,Damasco,531,3448,6488
2021,Portugal,Diospiro,260,4633,17847
2021,Portugal,Figo,3765,5003,1329
2021,Portugal,Ginja,102,228,2248
2021,Portugal,Marmelo,1387,9576,6905
2021,Portugal,Nespera,156,515,3301
2021,Portugal,Romã,686,6818,9941
2021,Portugal,Frutos pequenos de baga,4353,48274,11089
2021,Portugal,Amoras,200,2907,14545
2021,Portugal,Framboesas,1450,27950,19270
2021,Portugal,Groselha,116,273,2354
2021,Portugal,Mirtilos,2587,17144,6627
2021,Portugal,Principais frutos subtropicais,7231,102043,14113
2021,Portugal,Kiwi,3467,55461,15996
2021,Portugal,Banana,1121,24991,22292
2021,Portugal,Ananás,74,1418,19162
2021,Portugal,Abacate,2568,20174,7854
2021,Portugal,Citrinos,21681,434741,20052
2021,Portugal,Laranja,17252,363918,21094
2021,Portugal,Tangerina,2628,41904,15943
2021,Portugal,Limão,1666,27189,16320
2021,Portugal,Tangera,115,1510,13095
2021,Portugal,Toranja,19,219,11484
2021,Portugal,Principais frutos de casca rija,114791,86950,757
2021,Portugal,Amêndoa,58404,41452,710
2021,Portugal,Castanha,50373,37716,749
2021,Portugal,Noz,5606,7542,1345
2021,Portugal,Avelã,408,240,587
2021,Portugal,Vinha,175623,977664,5567
2021,Portugal,Uva para vinho,173425,958063,5524
2021,Portugal,Uva para vinho (DOP),,,
2021,Portugal,Uva para vinho (IGP),,,
2021,Portugal,Uva para vinho (Vinhos sem certificação),,,
2021,Portugal,Uva de mesa,2199,19601,8916
2021,Portugal,Olival,380412,1375753,3616
2021,Portugal,Azeitona de mesa,5999,25515,4253
2021,Portugal,Azeitona para azeite,374413,1350238,3606
2021,Alentejo,Cereais para grão,89166,340540,3819
2021,Alentejo,Trigo,20652,50275,2434
2021,Alentejo,Trigo mole,16748,39336,2349
2021,Alentejo,Trigo duro,3904,10939,2802
2021,Alentejo,Centeio,93,85,911
2021,Alentejo,Aveia,23678,30753,1299
2021,Alentejo,Cevada,13950,40988,2938
2021,Alentejo,Triticale,12263,18077,1474
2021,Alentejo,Milho,10963,151993,13864
2021,Alentejo,Milho regadio,10963,151993,13864
2021,Alentejo,Milho sequeiro,0,0,
2021,Alentejo,Arroz,7567,48368,6392
2021,Alentejo,Principais leguminosas secas,3661,3646,996
2021,Alentejo,Feijão,1315,1315,1000
2021,Alentejo,Grão-de-bico,2346,2331,994
2021,Alentejo,Batata,753,22036,29267
2021,Alentejo,Batata de regadio,753,22036,29267
2021,Alentejo,Batata de sequeiro,0,0,
2021,Alentejo,Principais culturas para indústria,6397,159174,24883
2021,Alentejo,Tomate para indústria,1630,152290,93411
2021,Alentejo,Girassol,4767,6884,1444
2021,Alentejo,Tabaco,0,0,
2021,Alentejo,Beterraba,0,0,
2021,Alentejo,Lúpulo,0,0,
2021,Alentejo,Culturas hortícolas,,,
2021,Alentejo,Tomate fresco,,,
2021,Alentejo,Alface,,,
2021,Alentejo,Feijão-verde,,,
2021,Alentejo,Cebola,,,
2021,Alentejo,Cenoura,,,
2021,Alentejo,Pimento,,,
2021,Alentejo,Ervilha,,,
2021,Alentejo,Fava,,,
2021,Alentejo,Melão,,,
2021,Alentejo,Melancia,,,
2021,Alentejo,Morango,,,
2021,Alentejo,Couve-flor,,,
2021,Alentejo,Couve-brócolo,,,
2021,Alentejo,Couve-repolho,,,
2021,Alentejo,Couve-tronchuda,,,
2021,Alentejo,Couve-lombardo,,,
2021,Alentejo,Grelos (nabo e couve),,,
2021,Alentejo,Alho,,,
2021,Alentejo,Alho-porro,,,
2021,Alentejo,Courgette,,,
2021,Alentejo,Espinafre,,,
2021,Alentejo,Nabo,,,
2021,Alentejo,Abóbora (inclui butternut),,,
2021,Alentejo,Outras hortícolas,,,
2021,Alentejo,Principais culturas forrageiras,29271,796886,27224
2021,Alentejo,Milho forrageiro,2949,159020,53932
2021,Alentejo,Aveia forrageira,26323,637867,24233
2021,Alentejo,Principais frutos frescos,3043,44192,14524
2021,Alentejo,Pêra,304,6218,20438
2021,Alentejo,Maçã,216,5719,26460
2021,Alentejo,Pêssego,662,12237,18484
2021,Alentejo,Cereja,68,255,3750
2021,Alentejo,Ameixa,641,9524,14858
2021,Alentejo,Damasco,188,1829,9731
2021,Alentejo,Diospiro,15,289,18875
2021,Alentejo,Figo,453,2126,4692
2021,Alentejo,Ginja,0,0,
2021,Alentejo,Marmelo,62,308,4966
2021,Alentejo,Nespera,0,0,
2021,Alentejo,Romã,433,5688,13135
2021,Alentejo,Frutos pequenos de baga,1372,27213,19828
2021,Alentejo,Amoras,86,2340,27209
2021,Alentejo,Framboesas,945,21566,22821
2021,Alentejo,Groselha,6,33,5500
2021,Alentejo,Mirtilos,335,3274,9759
2021,Alentejo,Principais frutos subtropicais,158,237,1500
2021,Alentejo,Kiwi,0,0,
2021,Alentejo,Banana,0,0,
2021,Alentejo,Ananás,0,0,
2021,Alentejo,Abacate,158,237,1500
2021,Alentejo,Citrinos,1859,25911,13938
2021,Alentejo,Laranja,1545,23257,15053
2021,Alentejo,Tangerina,233,2196,9425
2021,Alentejo,Limão,81,458,5654
2021,Alentejo,Tangera,0,0,
2021,Alentejo,Toranja,0,0,
2021,Alentejo,Principais frutos de casca rija,24693,22296,903
2021,Alentejo,Amêndoa,22166,18088,816
2021,Alentejo,Castanha,473,922,1949
2021,Alentejo,Noz,2041,3279,1606
2021,Alentejo,Avelã,13,7,554
2021,Alentejo,Vinha,25901,187968,7257
2021,Alentejo,Uva para vinho,25391,176977,6970
2021,Alentejo,Uva para vinho (DOP),,,
2021,Alentejo,Uva para vinho (IGP),,,
2021,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2021,Alentejo,Uva de mesa,510,10991,21537
2021,Alentejo,Olival,201474,1096578,5443
2021,Alentejo,Azeitona de mesa,2759,19900,7213
2021,Alentejo,Azeitona para azeite,198715,1076679,5418
2021,Algarve,Cereais para grão,2666,4290,1609
2021,Algarve,Trigo,774,857,1107
2021,Algarve,Trigo mole,622,666,1071
2021,Algarve,Trigo duro,152,191,1254
2021,Algarve,Centeio,8,5,641
2021,Algarve,Aveia,937,809,863
2021,Algarve,Cevada,562,506,902
2021,Algarve,Triticale,81,66,811
2021,Algarve,Milho,104,949,9120
2021,Algarve,Milho regadio,72,885,12261
2021,Algarve,Milho sequeiro,32,65,2030
2021,Algarve,Arroz,199,1097,5513
2021,Algarve,Principais leguminosas secas,22,14,640
2021,Algarve,Feijão,11,7,616
2021,Algarve,Grão-de-bico,11,7,663
2021,Algarve,Batata,316,7530,23811
2021,Algarve,Batata de regadio,308,7423,24102
2021,Algarve,Batata de sequeiro,8,108,12987
2021,Algarve,Principais culturas para indústria,0,0,1100
2021,Algarve,Tomate para indústria,0,0,
2021,Algarve,Girassol,0,0,1100
2021,Algarve,Tabaco,0,0,
2021,Algarve,Beterraba,0,0,
2021,Algarve,Lúpulo,0,0,
2021,Algarve,Culturas hortícolas,,,
2021,Algarve,Tomate fresco,,,
2021,Algarve,Alface,,,
2021,Algarve,Feijão-verde,,,
2021,Algarve,Cebola,,,
2021,Algarve,Cenoura,,,
2021,Algarve,Pimento,,,
2021,Algarve,Ervilha,,,
2021,Algarve,Fava,,,
2021,Algarve,Melão,,,
2021,Algarve,Melancia,,,
2021,Algarve,Morango,,,
2021,Algarve,Couve-flor,,,
2021,Algarve,Couve-brócolo,,,
2021,Algarve,Couve-repolho,,,
2021,Algarve,Couve-tronchuda,,,
2021,Algarve,Couve-lombardo,,,
2021,Algarve,Grelos (nabo e couve),,,
2021,Algarve,Alho,,,
2021,Algarve,Alho-porro,,,
2021,Algarve,Courgette,,,
2021,Algarve,Espinafre,,,
2021,Algarve,Nabo,,,
2021,Algarve,Abóbora (inclui butternut),,,
2021,Algarve,Outras hortícolas,,,
2021,Algarve,Principais culturas forrageiras,1648,27227,16525
2021,Algarve,Milho forrageiro,35,1425,40752
2021,Algarve,Aveia forrageira,1613,25802,16000
2021,Algarve,Principais frutos frescos,2968,12101,4077
2021,Algarve,Pêra,25,231,9288
2021,Algarve,Maçã,34,304,8969
2021,Algarve,Pêssego,177,2775,15637
2021,Algarve,Cereja,6,10,1659
2021,Algarve,Ameixa,83,1063,12758
2021,Algarve,Damasco,84,988,11761
2021,Algarve,Diospiro,142,3708,26101
2021,Algarve,Figo,2166,1737,802
2021,Algarve,Ginja,0,0,
2021,Algarve,Marmelo,18,177,9695
2021,Algarve,Nespera,116,382,3296
2021,Algarve,Romã,116,727,6245
2021,Algarve,Frutos pequenos de baga,268,4758,17730
2021,Algarve,Amoras,16,167,10546
2021,Algarve,Framboesas,244,4478,18318
2021,Algarve,Groselha,0,0,
2021,Algarve,Mirtilos,8,113,14000
2021,Algarve,Principais frutos subtropicais,2235,19116,8553
2021,Algarve,Kiwi,3,26,7851
2021,Algarve,Banana,2,54,30000
2021,Algarve,Ananás,0,0,
2021,Algarve,Abacate,2230,19036,8536
2021,Algarve,Citrinos,16064,375729,23390
2021,Algarve,Laranja,13382,323190,24150
2021,Algarve,Tangerina,1963,37431,19066
2021,Algarve,Limão,629,13844,22004
2021,Algarve,Tangera,72,1058,14663
2021,Algarve,Toranja,17,207,12120
2021,Algarve,Principais frutos de casca rija,5083,1048,206
2021,Algarve,Amêndoa,5014,909,181
2021,Algarve,Castanha,17,16,920
2021,Algarve,Noz,51,123,2438
2021,Algarve,Avelã,0,0,
2021,Algarve,Vinha,1516,4653,3070
2021,Algarve,Uva para vinho,1308,2125,1624
2021,Algarve,Uva para vinho (DOP),,,
2021,Algarve,Uva para vinho (IGP),,,
2021,Algarve,Uva para vinho (Vinhos sem certificação),,,
2021,Algarve,Uva de mesa,207,2528,12194
2021,Algarve,Olival,9428,8333,884
2021,Algarve,Azeitona de mesa,236,288,1221
